id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
407293,highway,3,0.67,35,night,clear,False,True,evening,True,False,1,0.44
298427,urban,4,0.37,70,dim,rainy,True,False,afternoon,False,False,1,0.48
73888,highway,2,0.47,60,daylight,rainy,True,False,afternoon,True,False,0,0.48
20945,rural,4,0.1,35,daylight,clear,False,False,afternoon,True,True,2,0.01
180039,highway,2,0.67,45,night,foggy,True,False,evening,True,False,0,0.49
472151,rural,1,0.6,45,night,clear,False,True,morning,True,True,0,0.38
248948,urban,4,0.53,70,night,clear,False,False,afternoon,False,True,2,0.64
349088,urban,1,0.35,45,night,rainy,False,True,afternoon,False,True,1,0.34
454817,urban,2,0.37,45,dim,rainy,True,False,morning,False,True,0,0.24
207754,rural,1,0.94,35,dim,rainy,False,True,afternoon,False,False,0,0.33
487903,urban,2,0.25,45,daylight,rainy,False,True,morning,True,False,2,0.18
209424,urban,3,0.02,45,night,clear,True,True,afternoon,False,True,2,0.23
242573,urban,1,0.35,45,daylight,rainy,True,False,afternoon,True,True,2,0.12
488978,urban,1,0.05,45,night,foggy,False,True,morning,True,False,2,0.35
254878,highway,3,0.68,35,daylight,rainy,False,False,evening,True,False,0,0.29
190873,highway,4,0.09,45,night,rainy,True,True,evening,True,True,3,0.1
293822,rural,4,0.08,25,daylight,clear,True,False,afternoon,False,True,1,0.11
496996,rural,3,0.83,60,dim,rainy,True,True,morning,False,False,1,0.53
433052,urban,3,0.15,35,dim,rainy,False,True,evening,False,True,2,0.23
139923,highway,2,0.62,25,night,foggy,False,True,morning,False,True,0,0.52
79491,urban,4,1.0,60,night,foggy,True,False,evening,True,False,0,0.76
24373,highway,4,0.53,25,night,clear,True,False,afternoon,True,True,1,0.36
70135,urban,2,0.1,60,night,clear,True,False,evening,True,False,1,0.48
340551,rural,2,0.97,35,daylight,clear,False,False,afternoon,True,True,1,0.37
40473,urban,4,0.55,45,daylight,rainy,True,True,evening,True,False,1,0.23
502441,highway,4,0.12,45,daylight,clear,False,True,afternoon,True,False,0,0.12
459563,urban,2,0.47,25,dim,foggy,False,False,evening,True,True,2,0.23
419729,urban,3,0.78,35,daylight,foggy,False,False,evening,True,False,2,0.45
74331,rural,2,0.31,35,dim,foggy,False,True,afternoon,False,False,0,0.17
21276,rural,3,0.32,70,daylight,clear,False,True,afternoon,False,False,1,0.21
206517,rural,2,0.7,25,dim,foggy,False,False,afternoon,True,False,1,0.32
169873,rural,4,0.33,25,night,clear,True,True,evening,True,True,0,0.21
300715,highway,1,0.91,35,dim,rainy,True,False,evening,True,True,2,0.37
351842,rural,1,0.15,35,daylight,clear,True,False,morning,False,False,0,0.04
304327,urban,4,0.49,45,night,foggy,False,False,evening,True,True,1,0.43
120831,urban,3,0.74,60,daylight,foggy,False,False,evening,True,False,2,0.47
72674,highway,3,0.95,35,daylight,rainy,False,True,evening,True,False,3,0.45
50823,urban,4,0.53,35,dim,foggy,True,False,evening,False,False,1,0.22
303548,rural,4,0.29,35,daylight,foggy,True,True,morning,True,True,0,0.22
351200,urban,3,0.25,45,night,rainy,True,True,afternoon,False,False,0,0.39
29112,urban,3,0.87,25,dim,foggy,True,True,evening,False,False,2,0.42
307456,highway,3,0.86,45,dim,foggy,False,True,afternoon,True,True,1,0.37
433815,urban,4,0.02,70,dim,rainy,True,True,evening,True,False,1,0.38
22758,highway,3,0.44,70,dim,rainy,True,False,afternoon,True,True,0,0.33
157240,highway,2,0.77,45,dim,rainy,True,True,evening,True,False,1,0.32
240880,highway,3,0.87,45,dim,foggy,False,True,morning,True,False,1,0.35
51512,highway,3,0.94,45,daylight,foggy,False,False,afternoon,True,True,0,0.43
104614,urban,4,0.3,45,dim,foggy,True,True,morning,False,True,1,0.25
61650,highway,4,0.8,45,night,foggy,False,True,afternoon,True,False,1,0.57
172497,highway,3,0.66,45,daylight,foggy,True,False,morning,True,True,1,0.42
22899,rural,2,0.21,35,dim,rainy,False,False,afternoon,False,True,2,0.16
120896,urban,3,0.7,35,night,foggy,False,True,evening,False,True,1,0.54
277484,urban,2,0.97,70,dim,clear,False,False,afternoon,True,False,0,0.41
348254,rural,1,0.95,35,dim,rainy,False,False,evening,True,False,0,0.32
249523,rural,1,0.51,35,night,rainy,False,False,evening,False,True,2,0.4
359392,urban,2,0.25,45,night,rainy,False,True,afternoon,False,True,2,0.42
465979,highway,2,0.76,60,daylight,foggy,False,False,afternoon,True,False,3,0.59
70600,urban,1,0.88,45,dim,foggy,False,False,evening,True,True,0,0.32
120225,highway,3,0.85,35,dim,clear,True,True,afternoon,False,True,0,0.35
456363,urban,4,0.65,25,night,foggy,False,False,evening,True,False,2,0.42
517062,highway,2,0.79,70,dim,foggy,True,True,morning,False,False,1,0.62
500003,urban,1,0.41,25,night,clear,True,False,afternoon,True,True,2,0.28
133718,urban,2,0.4,35,dim,rainy,True,False,morning,True,True,0,0.27
517169,urban,2,0.13,25,dim,clear,True,True,morning,False,True,0,0.11
421214,highway,1,0.67,45,night,rainy,True,True,morning,True,False,0,0.47
162800,urban,3,0.62,35,dim,rainy,True,True,evening,False,True,2,0.29
220008,urban,2,0.88,60,dim,rainy,False,True,evening,False,False,2,0.55
292546,rural,4,0.47,60,night,clear,True,False,evening,True,False,1,0.49
511258,urban,3,0.56,60,daylight,rainy,True,False,evening,True,True,0,0.49
492015,urban,3,0.55,60,daylight,rainy,True,True,evening,False,False,0,0.61
90295,urban,4,0.16,60,daylight,rainy,True,False,morning,False,True,0,0.31
450654,urban,1,0.11,35,dim,clear,False,False,evening,False,True,1,0.11
130315,highway,2,0.02,25,daylight,foggy,True,False,afternoon,True,False,0,0.18
280056,highway,2,0.04,45,night,rainy,False,False,afternoon,False,True,1,0.19
394465,highway,2,0.36,35,night,rainy,False,False,morning,True,True,1,0.48
268010,highway,3,0.63,70,daylight,clear,True,True,evening,True,False,1,0.4
393285,highway,2,0.85,45,night,clear,False,True,morning,False,False,2,0.53
459274,rural,3,0.21,70,dim,foggy,True,True,afternoon,False,False,0,0.35
120499,highway,3,0.57,45,dim,clear,False,True,evening,False,True,1,0.19
463918,highway,4,0.63,45,night,foggy,True,False,afternoon,True,False,1,0.41
86667,highway,1,0.4,45,daylight,rainy,False,True,morning,True,True,0,0.25
448687,highway,4,0.3,45,daylight,rainy,True,True,morning,False,False,0,0.23
186661,urban,4,0.73,45,dim,rainy,True,True,morning,True,False,0,0.42
159387,urban,1,0.54,45,dim,clear,True,True,morning,False,True,1,0.22
402994,rural,4,0.11,45,dim,foggy,False,True,morning,False,False,0,0.14
113380,rural,3,0.97,35,night,rainy,False,False,morning,False,False,3,0.68
283109,urban,2,0.92,70,dim,foggy,False,True,morning,True,False,1,0.56
108349,rural,1,0.4,45,night,clear,False,False,afternoon,False,True,1,0.27
315121,rural,1,0.75,25,dim,rainy,True,False,evening,False,False,2,0.39
271132,highway,3,0.01,60,daylight,rainy,True,True,evening,True,True,1,0.33
273627,rural,1,0.94,25,dim,foggy,False,False,evening,False,True,3,0.53
81613,urban,1,0.7,70,night,foggy,False,False,afternoon,True,False,1,0.81
241477,rural,3,0.06,45,dim,clear,True,True,evening,False,False,2,0.05
240472,rural,1,0.55,25,night,rainy,True,True,afternoon,True,True,2,0.59
19367,highway,2,0.79,35,night,foggy,False,True,evening,True,False,0,0.56
454250,highway,3,0.97,45,daylight,foggy,False,False,morning,True,False,1,0.34
348012,highway,1,0.14,35,daylight,foggy,False,False,evening,True,False,2,0.16
211708,highway,3,0.82,60,daylight,rainy,True,False,morning,False,False,3,0.67
267,rural,2,0.25,45,night,rainy,True,False,afternoon,True,True,0,0.42
371645,urban,3,0.88,60,dim,foggy,False,False,evening,True,False,1,0.54
47553,urban,3,0.33,45,dim,foggy,False,True,morning,True,False,2,0.15
442394,highway,2,0.58,45,night,clear,True,True,morning,True,False,2,0.34
37866,rural,2,0.02,35,night,foggy,False,True,afternoon,True,True,0,0.38
457904,urban,1,0.63,25,daylight,foggy,False,False,morning,False,True,0,0.28
238031,rural,3,0.17,60,dim,rainy,True,True,afternoon,False,True,0,0.34
113987,rural,4,0.67,45,daylight,clear,True,False,morning,True,False,1,0.17
361241,rural,1,0.53,70,daylight,foggy,False,False,evening,True,False,1,0.54
285536,highway,2,0.32,25,night,foggy,False,True,afternoon,False,True,2,0.38
155878,urban,3,0.1,70,daylight,rainy,False,False,morning,False,False,2,0.24
185347,urban,3,0.75,70,daylight,foggy,False,True,afternoon,True,False,0,0.48
470261,highway,4,0.72,35,dim,clear,True,True,evening,True,False,1,0.29
459625,rural,4,0.31,35,dim,foggy,True,False,evening,False,True,2,0.24
268657,highway,3,0.83,70,daylight,clear,True,True,evening,False,False,2,0.44
293609,rural,1,0.65,45,dim,foggy,True,True,afternoon,False,False,1,0.3
352459,rural,3,0.46,45,daylight,rainy,True,False,morning,False,True,1,0.23
337014,urban,1,0.46,35,daylight,rainy,True,True,afternoon,True,False,2,0.27
12663,highway,2,0.9,45,night,foggy,False,True,evening,True,False,3,0.61
479984,highway,2,0.23,25,dim,clear,True,True,afternoon,False,False,2,0.11
394523,highway,2,0.95,25,daylight,foggy,False,True,afternoon,True,False,1,0.42
506016,urban,4,0.73,70,dim,foggy,True,True,morning,False,False,0,0.61
350897,rural,3,0.71,70,dim,clear,True,True,evening,True,False,2,0.35
333835,rural,1,0.81,45,dim,foggy,True,True,morning,True,False,1,0.35
170319,highway,4,0.59,45,dim,foggy,True,False,evening,True,False,2,0.36
30477,highway,4,0.76,45,daylight,foggy,True,False,evening,False,True,0,0.35
120438,rural,3,0.7,45,daylight,rainy,True,True,evening,False,True,2,0.42
157358,rural,3,0.37,70,night,rainy,False,False,morning,False,True,2,0.66
37589,urban,3,0.46,35,dim,foggy,False,False,morning,False,False,1,0.24
174486,highway,2,0.97,70,night,rainy,False,False,morning,True,False,4,0.84
13557,urban,4,0.62,45,night,foggy,True,False,afternoon,True,False,2,0.58
39036,rural,1,0.07,35,dim,rainy,True,True,afternoon,True,True,2,0.14
297701,urban,2,0.43,60,dim,foggy,True,True,afternoon,True,False,1,0.44
105551,urban,3,0.17,70,night,clear,False,True,evening,False,True,1,0.47
56261,highway,3,0.74,60,night,foggy,False,False,morning,False,False,1,0.84
222845,highway,1,0.03,45,daylight,rainy,True,False,morning,False,False,0,0.09
132767,highway,4,0.36,45,daylight,rainy,False,False,morning,False,True,2,0.22
81612,rural,4,0.1,60,daylight,foggy,True,False,evening,False,False,2,0.3
364871,highway,2,0.39,70,night,clear,True,False,evening,True,False,1,0.49
491991,rural,2,0.51,70,dim,clear,True,True,evening,True,True,1,0.4
486727,urban,2,0.82,70,night,foggy,True,False,morning,True,True,1,0.71
363282,rural,2,0.01,60,daylight,rainy,True,False,morning,False,False,0,0.3
358770,urban,3,0.14,70,daylight,foggy,True,True,afternoon,True,False,0,0.32
215651,highway,4,0.44,70,dim,rainy,True,True,afternoon,False,False,0,0.44
420015,urban,1,0.57,35,daylight,foggy,True,False,afternoon,False,False,1,0.19
53477,rural,3,0.89,70,dim,foggy,False,False,afternoon,True,False,2,0.55
262409,rural,4,0.32,25,daylight,rainy,False,False,afternoon,True,True,0,0.12
360837,rural,4,0.45,35,dim,rainy,True,True,evening,False,False,1,0.24
391074,highway,1,0.57,35,night,foggy,True,False,morning,True,False,2,0.39
157290,urban,3,0.22,70,daylight,foggy,False,True,afternoon,True,True,0,0.28
227340,rural,2,0.07,70,dim,clear,True,False,afternoon,False,True,0,0.28
180033,highway,4,0.71,70,night,clear,False,True,evening,True,False,1,0.6
332356,urban,1,0.67,35,daylight,foggy,True,True,evening,True,False,1,0.35
364960,highway,4,0.14,45,night,rainy,True,True,morning,True,False,2,0.27
28235,highway,2,0.67,60,night,clear,False,True,evening,True,True,2,0.7
340233,urban,1,0.56,70,daylight,rainy,True,True,evening,True,False,0,0.39
391322,urban,3,0.98,25,daylight,clear,True,False,evening,True,False,1,0.29
302798,highway,3,0.79,35,daylight,clear,False,False,morning,False,False,0,0.22
512580,rural,2,0.62,35,daylight,clear,True,True,morning,True,True,0,0.13
351151,urban,2,0.4,25,daylight,rainy,False,False,morning,True,True,0,0.26
222938,rural,4,0.13,35,dim,clear,True,True,afternoon,False,True,1,0.15
226797,highway,4,0.79,45,dim,foggy,False,True,afternoon,False,True,2,0.43
109648,urban,2,0.75,60,dim,clear,False,False,morning,True,True,2,0.4
202951,rural,3,0.52,25,dim,foggy,True,False,morning,False,False,0,0.25
480244,urban,1,0.51,25,dim,foggy,False,False,afternoon,False,False,0,0.33
440259,highway,1,0.14,60,dim,rainy,True,True,afternoon,True,False,1,0.39
102058,highway,3,0.04,45,dim,foggy,True,True,afternoon,False,False,1,0.15
337172,urban,1,0.48,35,night,rainy,True,True,evening,True,False,1,0.4
492771,highway,3,0.22,70,dim,rainy,False,True,evening,True,False,2,0.42
310200,urban,1,0.64,70,night,clear,False,False,afternoon,True,False,1,0.57
332,urban,1,0.66,60,dim,rainy,False,True,afternoon,True,False,1,0.47
467946,rural,3,0.04,35,daylight,foggy,False,True,evening,False,True,0,0.13
335374,highway,2,0.65,70,daylight,foggy,False,False,morning,False,True,1,0.47
194014,highway,3,0.38,70,dim,foggy,False,True,afternoon,True,False,2,0.38
418718,urban,4,0.66,70,night,foggy,True,False,afternoon,True,True,1,0.7
271888,rural,4,0.3,70,daylight,foggy,True,True,afternoon,False,False,2,0.35
455945,highway,1,0.15,60,dim,clear,True,True,afternoon,True,True,2,0.28
207010,urban,2,0.8,70,daylight,foggy,True,False,afternoon,True,False,0,0.5
231675,highway,1,0.73,45,night,rainy,False,True,evening,True,True,2,0.54
55166,urban,4,0.8,45,night,clear,True,False,morning,False,True,3,0.57
329372,highway,2,0.4,60,night,rainy,False,False,morning,False,True,1,0.62
392290,urban,2,0.39,70,dim,rainy,True,False,evening,True,False,0,0.44
437132,highway,4,0.82,45,night,clear,True,True,morning,False,True,3,0.54
165251,rural,1,0.79,25,night,clear,False,False,evening,True,True,0,0.5
55499,rural,2,0.26,45,daylight,clear,True,True,afternoon,False,True,0,0.07
129072,rural,4,0.24,70,night,foggy,False,True,evening,False,True,1,0.53
40273,rural,1,0.29,35,daylight,rainy,False,True,evening,True,False,1,0.21
162621,highway,2,0.75,25,night,foggy,True,True,afternoon,True,True,0,0.48
59107,urban,2,0.78,60,dim,rainy,False,True,afternoon,True,False,0,0.65
125285,highway,4,0.51,25,night,foggy,False,True,morning,True,False,2,0.48
167014,urban,4,0.62,35,daylight,clear,True,False,morning,True,False,0,0.17
1358,highway,4,0.73,60,daylight,rainy,True,True,morning,True,False,3,0.6
227722,urban,4,0.13,25,daylight,foggy,True,False,afternoon,True,False,1,0.13
305467,rural,3,0.61,35,dim,clear,True,True,afternoon,True,True,0,0.17
84009,rural,3,0.51,35,dim,rainy,True,True,evening,False,False,2,0.28
235401,highway,1,0.38,60,daylight,rainy,True,True,morning,True,True,1,0.31
118541,urban,2,0.71,45,night,clear,False,True,evening,False,True,2,0.39
263093,highway,4,0.09,45,dim,clear,False,False,morning,False,True,2,0.06
167751,urban,2,0.14,45,night,foggy,False,True,morning,False,True,1,0.4
138734,highway,2,0.01,45,daylight,foggy,False,False,morning,True,False,1,0.0
450044,rural,4,0.77,25,daylight,clear,True,False,afternoon,False,True,0,0.32
14618,urban,2,0.05,60,dim,foggy,True,True,morning,False,True,2,0.29
165488,highway,1,0.62,60,daylight,rainy,True,True,afternoon,False,True,2,0.44
338941,highway,4,0.59,60,dim,foggy,True,True,morning,True,False,0,0.48
124286,rural,4,0.04,60,daylight,foggy,True,True,evening,False,True,0,0.23
11257,highway,1,0.47,45,dim,foggy,False,True,afternoon,False,True,2,0.19
322508,highway,1,0.76,45,night,foggy,True,True,afternoon,True,True,1,0.53
505089,urban,3,0.84,35,night,foggy,False,False,morning,True,True,0,0.55
104023,rural,2,0.59,35,daylight,rainy,True,True,afternoon,True,False,2,0.38
491916,urban,4,0.28,60,dim,foggy,True,False,evening,True,False,2,0.36
496031,highway,2,0.14,70,night,clear,False,False,afternoon,True,True,1,0.36
83303,urban,4,0.16,70,daylight,rainy,False,True,evening,True,True,0,0.35
57746,highway,1,0.44,45,night,rainy,True,False,afternoon,False,True,1,0.44
14592,rural,2,0.32,25,daylight,clear,False,True,morning,False,False,1,0.17
366038,rural,3,0.69,60,night,foggy,True,True,evening,False,True,4,0.76
41067,highway,1,0.22,45,daylight,clear,False,True,afternoon,True,True,1,0.15
448775,rural,1,0.33,25,night,foggy,False,False,evening,True,True,0,0.45
87086,urban,1,0.01,35,daylight,clear,True,False,evening,True,False,1,0.01
20280,highway,1,0.88,45,dim,clear,True,False,morning,True,False,0,0.24
168765,highway,4,0.27,70,dim,clear,False,True,afternoon,False,True,1,0.32
186324,rural,4,0.52,25,dim,foggy,True,True,morning,False,True,0,0.25
176862,urban,3,0.18,60,daylight,foggy,False,False,morning,True,False,2,0.38
205417,rural,2,0.84,45,dim,foggy,True,False,afternoon,False,False,1,0.28
30973,urban,2,0.77,60,night,rainy,False,False,evening,False,False,3,0.83
260854,urban,1,0.46,60,daylight,rainy,True,False,afternoon,False,True,0,0.33
499726,urban,4,0.15,35,dim,clear,True,False,morning,True,False,1,0.07
170853,urban,2,0.68,35,night,rainy,True,True,morning,False,False,1,0.54
370291,urban,1,0.8,70,night,foggy,True,False,morning,True,False,0,0.64
507310,highway,3,0.18,35,dim,foggy,False,False,afternoon,True,False,1,0.15
341250,highway,1,0.01,60,night,clear,True,False,evening,False,True,1,0.2
201674,rural,3,0.88,35,daylight,foggy,False,True,evening,False,False,2,0.42
458597,highway,2,0.25,70,night,clear,False,True,afternoon,False,True,0,0.53
325066,rural,2,0.96,35,dim,rainy,True,False,afternoon,True,False,0,0.38
44081,urban,4,0.69,60,night,clear,False,True,afternoon,False,False,1,0.62
10488,urban,4,0.47,60,dim,clear,False,False,evening,True,True,0,0.36
384014,highway,1,0.43,70,daylight,clear,True,True,evening,False,True,1,0.32
444978,rural,1,0.57,60,daylight,clear,False,False,morning,False,False,2,0.38
355340,rural,2,0.49,45,night,rainy,False,False,afternoon,True,True,2,0.4
258545,rural,4,0.75,70,daylight,foggy,False,True,evening,True,True,0,0.48
187149,highway,1,0.09,70,dim,foggy,False,True,evening,False,False,2,0.39
378043,highway,4,0.58,60,daylight,foggy,True,True,morning,True,False,2,0.58
150132,highway,4,0.33,25,night,foggy,False,True,afternoon,True,False,2,0.53
156201,highway,4,0.13,45,dim,clear,False,True,evening,False,True,1,0.05
440569,urban,4,0.04,25,daylight,clear,False,False,afternoon,False,False,1,0.06
282551,highway,3,0.85,25,night,clear,False,True,afternoon,True,False,1,0.48
226722,highway,1,0.63,35,night,clear,True,False,morning,True,True,2,0.46
136625,highway,2,0.14,45,night,foggy,False,True,afternoon,True,False,1,0.33
344882,rural,4,0.68,70,dim,clear,False,False,afternoon,False,True,0,0.42
88559,highway,4,0.74,25,night,rainy,False,True,afternoon,False,False,3,0.58
158584,urban,2,0.76,60,night,foggy,False,True,evening,True,False,2,0.68
37887,urban,1,0.73,25,night,clear,True,False,evening,False,True,3,0.54
375447,urban,1,0.21,25,dim,foggy,True,False,morning,False,False,1,0.13
396788,urban,2,0.98,35,dim,foggy,True,False,morning,True,True,0,0.35
510704,urban,2,0.69,60,dim,foggy,True,True,morning,True,False,1,0.53
475885,urban,2,0.17,45,dim,rainy,True,False,afternoon,False,True,1,0.13
276454,rural,3,0.43,35,dim,rainy,False,False,evening,False,True,0,0.22
386768,highway,2,0.43,60,dim,rainy,True,True,morning,False,False,0,0.43
405020,urban,3,0.6,25,dim,clear,False,True,evening,False,False,0,0.28
87719,urban,3,0.06,45,dim,clear,False,False,evening,True,True,2,0.01
456358,rural,1,0.17,45,daylight,rainy,False,True,morning,False,True,0,0.23
323883,urban,4,0.32,60,daylight,foggy,False,False,afternoon,False,True,1,0.36
387018,rural,4,0.55,35,daylight,foggy,False,True,afternoon,False,True,1,0.21
281231,urban,3,0.66,25,daylight,foggy,True,True,morning,False,True,3,0.46
117997,highway,3,0.69,35,daylight,foggy,True,True,evening,False,False,0,0.35
113925,highway,4,0.57,35,night,rainy,False,False,afternoon,True,True,3,0.52
199029,urban,2,0.35,45,dim,foggy,True,True,evening,True,False,2,0.24
394920,urban,2,0.12,45,daylight,clear,True,True,afternoon,False,False,0,0.06
474569,highway,1,0.89,45,dim,clear,False,True,afternoon,True,False,1,0.3
50630,highway,2,0.88,60,night,clear,False,True,afternoon,True,False,2,0.73
446280,highway,3,0.21,60,daylight,foggy,False,True,morning,True,True,0,0.34
30068,highway,1,0.73,70,night,clear,False,True,morning,True,True,1,0.64
35437,highway,4,0.35,25,dim,clear,True,False,morning,True,True,1,0.22
343551,highway,4,0.87,35,dim,rainy,True,True,morning,False,False,2,0.39
393994,highway,3,0.56,25,daylight,foggy,False,False,afternoon,False,True,3,0.41
12141,urban,1,0.46,35,daylight,clear,True,False,evening,True,True,0,0.06
117449,highway,3,0.85,60,dim,foggy,True,True,afternoon,False,False,1,0.54
358984,urban,3,0.26,60,dim,clear,False,True,afternoon,True,False,1,0.27
170367,urban,2,0.52,70,daylight,clear,False,False,morning,True,True,1,0.27
5361,rural,4,0.77,45,dim,foggy,True,False,afternoon,False,True,2,0.26
308361,highway,3,0.05,45,dim,foggy,False,True,evening,True,True,1,0.16
319921,urban,4,0.56,70,daylight,rainy,False,True,afternoon,True,True,3,0.49
118438,highway,4,0.2,35,dim,clear,False,True,morning,True,True,0,0.06
432419,highway,1,0.57,35,dim,rainy,False,False,morning,False,True,1,0.34
220862,urban,1,0.52,70,night,foggy,False,True,morning,False,False,0,0.66
161449,rural,1,0.5,25,daylight,rainy,True,True,afternoon,False,False,1,0.23
215319,highway,2,0.76,25,daylight,rainy,False,True,morning,True,True,1,0.32
200631,urban,1,0.76,70,daylight,foggy,False,False,morning,True,False,2,0.47
506566,highway,3,0.3,45,dim,clear,True,False,afternoon,False,True,2,0.11
347267,urban,2,0.95,25,dim,foggy,True,False,afternoon,True,False,1,0.27
209068,urban,3,0.57,70,daylight,foggy,False,False,evening,False,True,2,0.47
180944,highway,1,0.63,25,daylight,clear,True,False,afternoon,False,True,1,0.21
175898,highway,4,0.38,25,night,foggy,True,False,afternoon,False,False,2,0.42
168758,highway,1,0.39,35,night,clear,True,False,afternoon,False,True,1,0.41
492374,highway,3,0.67,60,daylight,clear,True,True,evening,False,True,0,0.37
66494,urban,3,0.04,35,dim,foggy,False,True,afternoon,False,True,1,0.15
68630,urban,1,0.45,70,daylight,rainy,True,False,afternoon,True,False,2,0.47
492899,urban,2,0.13,45,night,foggy,False,True,afternoon,False,False,1,0.31
304589,highway,1,0.39,45,night,foggy,True,False,morning,False,False,0,0.37
150907,rural,2,0.98,25,daylight,clear,False,False,morning,True,True,0,0.23
123230,rural,3,0.14,25,night,foggy,False,True,afternoon,False,False,1,0.2
492657,urban,1,0.81,35,dim,foggy,False,False,evening,False,False,0,0.33
182164,highway,4,0.21,25,night,rainy,True,False,morning,True,False,1,0.39
432633,rural,1,0.97,60,daylight,foggy,True,True,evening,False,False,0,0.6
258158,rural,4,0.78,60,daylight,foggy,False,True,morning,True,False,0,0.49
158232,urban,4,0.1,45,dim,rainy,True,True,morning,False,False,2,0.19
291147,rural,1,0.71,60,night,clear,True,True,afternoon,True,False,2,0.58
358406,urban,1,0.1,60,dim,foggy,False,False,evening,True,True,1,0.37
230558,highway,2,0.8,70,night,foggy,False,False,evening,True,False,2,0.7
106196,rural,3,0.6,60,daylight,foggy,True,False,afternoon,True,True,2,0.42
360793,highway,2,0.6,25,daylight,rainy,False,True,evening,True,True,0,0.33
166738,rural,2,0.79,45,night,clear,True,True,evening,False,True,3,0.55
494584,urban,4,0.24,60,daylight,rainy,True,True,afternoon,False,False,1,0.39
333926,highway,4,0.53,35,dim,rainy,True,True,morning,True,True,2,0.34
155589,rural,1,0.59,70,daylight,foggy,True,True,evening,False,True,3,0.51
67164,urban,4,0.38,60,night,foggy,False,False,morning,True,True,0,0.61
247442,rural,2,0.16,70,daylight,rainy,False,True,morning,False,True,2,0.37
133564,rural,4,0.57,35,daylight,foggy,False,True,evening,False,False,3,0.41
303741,rural,3,0.97,45,night,clear,False,True,evening,True,True,1,0.54
1567,rural,4,0.63,60,daylight,foggy,True,False,evening,False,True,1,0.48
178496,highway,1,0.4,70,daylight,foggy,False,True,evening,True,True,2,0.4
184197,urban,1,0.14,35,daylight,clear,True,True,afternoon,False,True,2,0.16
237506,urban,2,0.7,70,dim,clear,False,True,evening,True,False,2,0.41
50146,rural,4,0.16,35,night,foggy,True,False,evening,False,False,2,0.45
277970,urban,1,0.72,35,night,foggy,False,True,afternoon,True,True,2,0.58
94959,highway,4,0.07,60,daylight,clear,True,False,evening,True,True,0,0.21
460893,highway,3,0.63,25,daylight,foggy,False,True,morning,False,False,0,0.29
261957,rural,2,0.55,25,night,rainy,True,False,afternoon,True,False,2,0.48
265255,rural,2,0.26,35,night,clear,False,False,evening,False,False,1,0.31
513621,rural,4,0.03,35,dim,clear,False,True,afternoon,False,False,2,0.01
517359,urban,4,0.57,25,night,foggy,True,False,morning,True,True,1,0.5
498059,rural,1,0.06,45,night,foggy,False,False,morning,True,True,2,0.22
405606,highway,4,0.92,35,dim,clear,False,False,morning,False,False,1,0.26
32542,rural,3,0.17,45,dim,foggy,True,False,evening,True,True,1,0.16
311535,rural,1,0.46,45,night,clear,False,False,evening,True,False,0,0.29
312290,highway,1,0.19,35,dim,clear,True,False,evening,False,True,0,0.12
112323,urban,2,0.68,60,night,foggy,False,False,evening,False,False,1,0.75
40666,urban,3,0.28,25,dim,rainy,False,False,evening,True,True,1,0.13
108246,rural,1,0.34,25,night,rainy,False,True,evening,True,True,2,0.34
33903,urban,1,0.39,25,night,foggy,True,True,afternoon,False,True,0,0.33
374738,highway,1,0.52,35,daylight,clear,False,True,afternoon,True,True,2,0.17
357840,highway,2,0.91,45,night,foggy,False,True,evening,True,False,1,0.56
174345,urban,4,0.53,70,daylight,foggy,False,False,evening,True,False,2,0.52
98467,urban,2,0.83,70,night,foggy,True,True,evening,False,True,1,0.78
187260,urban,2,0.96,60,dim,foggy,False,False,morning,True,True,0,0.55
510072,highway,3,0.86,60,dim,rainy,False,True,evening,True,True,1,0.54
375583,rural,1,0.3,70,dim,foggy,True,False,afternoon,True,False,1,0.44
456108,urban,2,0.09,25,night,rainy,False,True,morning,True,True,1,0.37
408215,rural,3,0.03,25,daylight,rainy,True,False,evening,False,False,2,0.13
387017,highway,4,0.43,45,night,rainy,True,False,morning,False,True,1,0.39
23994,urban,2,0.86,35,night,rainy,False,False,evening,True,True,0,0.54
232180,highway,3,0.92,60,night,rainy,True,False,afternoon,True,False,4,0.84
46065,rural,3,0.77,35,night,foggy,False,False,afternoon,True,True,3,0.59
27665,rural,4,0.71,25,daylight,rainy,False,False,morning,False,True,2,0.33
178802,highway,4,0.07,25,night,foggy,False,False,evening,True,False,1,0.23
144611,urban,4,0.62,60,dim,rainy,False,True,afternoon,False,False,2,0.48
58778,rural,1,0.71,60,daylight,foggy,False,False,morning,False,False,2,0.67
49210,highway,3,0.95,25,night,clear,False,True,morning,False,True,3,0.63
468186,urban,1,0.88,60,daylight,foggy,False,False,morning,True,False,2,0.53
156544,highway,3,0.05,35,dim,foggy,True,True,afternoon,True,False,1,0.15
326391,highway,1,0.57,35,daylight,foggy,False,False,afternoon,True,True,0,0.33
216326,highway,4,0.63,35,dim,clear,False,False,evening,True,True,1,0.09
344097,highway,3,0.03,70,daylight,foggy,True,False,afternoon,False,False,1,0.28
325216,highway,1,0.86,70,dim,clear,False,True,afternoon,True,True,2,0.5
269123,urban,1,0.27,25,dim,foggy,False,False,afternoon,False,True,1,0.12
